Run Number, Maximum X, Frame Reached
0,5025,3484
10,5025,3534
20,5025,3653
30,5024,3206
40,5024,3320
50,4851,4997
60,4850,4998
70,4356,2426
80,4355,2706
90,4355,2810
66,3702,4999
68,3699,4999
45,3476,4952
51,3475,4984
43,2692,4504
42,2691,1388
61,2691,1415
82,2691,1444
21,2691,1520
96,2691,1524
23,2691,1586
5,2691,1587
99,2691,1599
71,2691,1617
2,2691,1621
62,2690,1386
95,2690,1455
54,2690,1459
91,2690,1590
27,2690,1633
44,2202,1353
3,2202,1487
77,2201,1321
69,2194,1220
64,2188,1315
85,1824,1110
83,1823,883
28,1822,1044
63,1795,972
73,1766,909
33,1656,1014
36,516,287
34,505,281
52,504,260
39,504,279
58,502,260
72,502,278
19,493,279
78,489,263
11,489,267
14,488,270
46,487,251
32,485,260
49,485,262
17,472,270
15,470,274
38,469,250
16,469,274
24,459,281
31,455,254
22,446,280
84,439,236
4,431,241
8,430,247
79,424,227
7,414,238
53,408,209
93,406,228
1,405,230
65,394,205
98,394,221
75,394,227
57,393,205
76,393,215
74,393,217
92,393,223
47,392,205
56,392,207
48,392,209
6,392,221
88,392,221
94,392,221
13,392,223
9,392,227
35,392,233
67,391,199
41,391,209
86,391,223
97,391,223
55,390,207
81,390,217
12,390,219
87,390,221
25,390,229
29,390,231
26,390,233
59,389,207
89,389,215
37,389,231
18,389,243
