Run Number, Maximum X, Frame Reached
0,5025,3308
10,5025,3381
20,5025,3484
30,5025,3534
40,5025,3653
50,5025,3681
60,5024,3206
70,5024,3320
80,4886,4997
90,4851,4997
96,3641,4999
92,3566,4999
46,2692,1411
29,2692,1514
25,2691,1408
61,2691,1533
3,2691,1548
41,2691,1562
28,2691,1613
67,2691,1625
26,2691,1637
99,2691,1652
44,2691,1686
62,2691,1734
78,2690,1412
58,2690,1867
89,2202,1099
15,2202,1353
98,2200,1178
4,2199,1330
73,2194,1180
56,2193,1465
17,2190,1492
71,1829,1040
52,1823,1038
76,1775,929
16,1295,807
37,521,279
64,516,280
34,515,282
38,510,280
35,509,282
87,505,293
95,504,256
91,501,264
6,501,280
32,498,279
82,495,279
79,489,253
18,489,298
54,488,281
77,486,254
13,482,304
7,481,280
2,480,280
14,480,282
1,478,280
39,472,280
48,469,266
55,467,283
86,466,279
69,461,259
81,460,279
63,457,239
83,457,279
31,456,265
36,455,267
21,451,254
66,442,260
8,438,250
11,430,251
68,424,245
65,422,238
33,421,243
94,417,218
24,415,238
72,409,210
85,408,277
27,395,219
84,394,231
57,394,235
75,393,207
43,393,227
49,393,227
51,393,239
59,393,241
19,393,251
97,392,203
23,392,223
74,391,207
9,391,219
22,391,219
5,391,227
42,391,227
45,391,229
88,391,231
12,391,235
53,391,237
93,390,205
47,389,233
