Run Number, Maximum X, Frame Reached
0,5027,3299
10,5026,3618
20,5025,3087
30,5025,3258
40,5025,3308
50,5025,3381
60,5025,3484
70,5025,3534
80,5025,3560
90,5025,3653
18,4354,2798
38,4034,2255
77,2692,1625
92,2691,1513
64,2691,1527
42,2691,1542
46,2691,1596
13,2691,1674
7,2691,1718
12,2691,1849
69,2690,1356
32,2690,1408
48,2690,1539
99,2690,1585
74,2690,1621
17,2690,1659
27,2200,1477
26,2198,1441
91,2197,1099
8,1818,980
6,1764,873
89,1657,1101
61,1655,1074
3,1296,1044
47,519,281
57,516,300
52,516,311
66,513,285
59,511,298
68,510,286
78,509,278
1,505,285
56,505,296
71,502,275
75,501,281
41,494,281
53,484,280
93,483,280
44,480,280
28,470,281
83,467,281
45,465,281
11,463,281
22,458,265
43,456,265
23,456,273
2,454,255
31,453,289
58,452,280
33,451,281
36,451,281
4,450,286
21,449,280
25,445,276
67,441,242
73,441,260
65,440,249
86,440,260
9,440,261
54,440,262
63,438,244
88,431,281
72,424,233
39,405,242
81,393,231
62,393,235
79,392,219
97,392,227
98,392,231
24,392,235
82,392,237
16,391,231
29,391,231
95,391,231
96,391,231
84,391,235
55,391,237
5,390,215
76,390,221
49,390,229
94,390,231
34,390,241
35,390,253
51,389,245
37,389,247
14,388,233
85,388,235
87,388,237
19,382,241
15,306,186
