Run Number, Maximum X, Frame Reached
0,5025,3087
10,5025,3308
20,5025,3381
30,5025,3484
40,5025,3534
50,5025,3653
60,5025,3681
70,5024,3206
80,5024,3320
90,5024,3375
62,3667,2358
64,2692,1620
36,2691,1347
85,2691,1409
79,2691,1530
96,2691,1587
33,2691,1651
3,2690,1578
56,2690,1586
67,2690,1708
15,2690,1767
6,2199,1381
82,2196,1067
8,2186,1390
91,1773,884
7,1700,1053
76,517,280
29,516,298
72,514,280
31,514,286
23,508,298
49,504,280
24,503,297
9,502,280
63,502,280
43,492,260
27,490,291
4,488,274
73,488,279
37,488,286
2,487,283
48,483,260
34,479,254
26,475,290
22,474,280
97,473,242
84,472,252
51,472,284
98,471,246
25,470,268
68,469,280
32,469,281
77,468,279
58,468,281
66,467,281
61,466,279
13,455,263
44,452,260
69,451,265
28,451,280
78,446,244
75,438,236
35,437,230
46,434,259
38,433,233
65,421,267
71,415,242
88,414,222
99,407,210
21,406,261
81,404,213
83,397,209
94,397,219
52,394,233
18,394,241
93,393,209
19,393,231
12,393,233
16,393,235
47,393,249
92,392,205
87,392,207
89,392,207
41,392,215
11,392,227
17,392,231
55,392,235
95,391,203
39,391,207
53,391,229
57,391,231
1,391,233
86,390,207
45,390,211
74,390,217
42,390,219
54,390,225
59,390,229
5,390,233
14,389,237
