Run Number, Maximum X, Frame Reached
0,4850,4998
69,4354,2326
89,4354,2707
10,4035,2000
20,4035,2085
30,4035,2138
53,4035,2147
40,4035,2190
50,4035,2226
78,4035,2226
60,4035,2246
70,4035,2273
46,4035,4408
80,4034,2009
90,4034,2014
59,4034,2222
92,3962,2177
19,2692,1341
8,2692,1437
12,2691,1339
71,2691,1349
74,2691,1363
63,2691,1372
87,2691,1390
97,2691,1400
17,2691,1413
55,2691,1461
36,2691,1467
67,2691,1508
29,2690,1286
21,2690,1297
47,2690,1317
22,2690,1318
23,2690,1336
79,2690,1372
25,2690,1381
6,2690,1406
86,2690,1491
51,2205,1176
39,2202,1108
81,2202,1178
33,2202,1261
14,2201,1108
93,2201,1182
42,2200,1045
65,2200,1170
28,2200,1211
24,2199,1098
82,2198,1198
68,2197,1235
66,2194,1243
94,2193,1312
56,1824,986
64,1820,928
18,1796,934
38,1776,1012
1,1692,921
4,1339,669
49,515,248
2,503,260
16,502,241
91,489,246
15,474,228
62,470,242
45,455,219
34,444,222
76,442,230
44,441,212
43,439,210
75,439,227
98,437,222
7,436,217
9,432,219
83,428,221
52,423,206
72,417,212
58,399,199
3,396,203
95,394,205
13,393,193
11,393,197
73,393,197
85,393,197
61,393,199
35,393,201
96,393,207
26,392,189
48,392,189
54,392,193
84,392,199
99,392,203
27,391,193
41,391,193
57,391,193
31,391,203
32,391,203
5,391,205
88,390,199
77,390,201
37,390,203
