Run Number, Maximum X, Frame Reached
0,5027,3299
10,5026,3618
20,5025,3087
30,5025,3258
40,5025,3308
50,5025,3381
60,5025,3484
70,5025,3534
80,5025,3560
90,5025,3653
43,2692,1603
15,2692,1754
9,2691,1510
49,2691,1524
38,2691,1535
92,2691,1556
79,2691,1586
5,2691,1608
6,2691,1744
18,2691,1811
66,2690,1563
69,2690,1563
65,2690,1566
1,2690,1683
94,2690,1711
98,2690,1736
51,2690,1781
8,2205,1118
63,2199,1342
46,2198,1274
3,2195,1076
28,2187,1292
84,1811,1326
64,519,286
99,519,311
86,513,312
54,512,298
52,511,290
39,505,313
48,501,280
55,501,298
56,498,300
34,498,305
33,498,307
42,492,281
95,489,279
27,489,297
75,488,267
78,488,267
91,485,281
71,484,280
26,483,280
96,472,270
4,470,285
76,467,261
16,467,281
58,464,279
62,460,251
81,456,269
19,454,265
36,452,281
35,435,276
37,432,276
83,432,281
45,422,261
53,416,258
82,406,281
68,404,229
59,404,260
61,401,239
21,400,249
97,394,231
93,394,233
24,394,235
74,393,217
25,393,237
7,392,221
2,392,227
22,392,231
85,392,233
29,392,235
23,392,237
73,391,217
57,391,221
47,391,233
44,391,237
11,391,239
77,390,221
67,390,223
89,390,231
13,390,235
88,390,235
72,390,237
87,390,241
17,389,223
14,388,233
12,388,239
32,388,251
41,387,229
31,385,263
