Run Number, Maximum X, Frame Reached
0,5025,3308
10,5025,3381
20,5025,3484
30,5025,3534
40,5025,3653
50,5025,3681
60,5024,3206
70,5024,3320
80,4886,4997
90,4851,4997
88,4036,4486
62,4034,2418
22,2692,1558
97,2692,1612
21,2692,1685
49,2691,1465
53,2691,1471
27,2691,1504
24,2691,1527
39,2691,1559
37,2690,1654
63,2690,1675
19,2690,1707
16,2690,1760
77,2203,1177
47,2201,1102
71,2199,1082
51,2198,1516
78,1767,843
74,521,262
3,514,281
13,505,297
68,503,280
11,503,297
66,501,280
61,497,281
15,497,298
12,490,297
93,489,259
14,489,285
38,488,263
31,485,266
2,484,280
33,484,280
23,483,286
7,478,262
44,478,286
86,473,278
36,471,264
34,471,266
55,471,276
32,469,280
18,469,291
17,469,303
57,464,282
26,462,251
58,461,291
76,457,239
87,456,257
54,455,279
56,454,282
52,449,283
64,448,252
82,447,280
84,443,280
4,439,261
96,426,225
92,423,218
89,420,247
35,415,260
65,413,236
25,406,230
28,405,228
73,394,205
75,394,205
79,394,207
69,394,219
72,393,203
41,393,229
29,392,217
67,392,225
5,392,229
83,392,229
8,392,253
94,391,203
98,391,203
95,391,205
6,391,223
1,391,227
48,391,229
59,391,231
91,390,205
99,390,205
9,390,223
81,390,227
42,390,233
43,390,233
85,390,233
45,390,235
46,387,241
