Run Number, Maximum X, Frame Reached
0,5025,3484
10,5025,3534
20,5025,3653
30,5024,3206
40,5024,3320
50,4850,4998
60,4356,2426
70,4355,2706
80,4355,2810
90,4354,2307
79,4035,2147
7,4034,2255
55,3671,4987
47,3669,1885
2,2692,1448
35,2692,1777
97,2691,1336
75,2691,1443
65,2691,1463
15,2691,1469
14,2691,1522
83,2691,1552
98,2691,1569
64,2691,1578
88,2691,1578
23,2691,1586
21,2691,1633
68,2690,1454
99,2690,1488
29,2690,1515
42,2690,1538
77,2690,1549
67,2690,1555
5,2690,1569
9,2690,1740
53,2207,1251
74,2200,1044
91,2200,1068
92,2200,1071
72,2199,1136
6,521,285
37,514,282
32,511,279
8,511,286
56,505,260
82,502,280
36,501,281
26,496,281
31,495,279
17,489,264
41,486,249
33,478,282
18,474,260
19,456,267
61,454,237
11,454,253
38,445,242
84,442,248
13,440,238
4,433,247
66,424,228
3,424,230
76,424,237
59,422,216
54,418,216
45,418,220
73,412,236
69,407,228
89,405,237
95,404,209
96,403,207
63,399,229
46,394,205
93,394,207
62,394,213
85,394,227
44,393,203
58,393,205
52,392,201
43,392,207
12,392,221
16,392,221
22,392,227
24,392,231
49,391,201
48,391,209
86,391,225
71,391,231
28,391,235
57,390,199
51,390,205
94,390,209
78,390,213
87,390,219
81,390,229
34,390,233
39,390,233
1,390,235
27,390,237
25,389,229
