Run Number, Maximum X, Frame Reached
0,2692,1149
10,2692,1228
51,2692,1394
54,2692,1404
61,2692,1463
20,2691,1226
58,2691,1302
30,2691,1319
40,2691,1326
89,2691,1407
50,2691,1422
60,2691,1461
69,2691,1525
70,2690,1145
83,2690,1189
80,2690,1257
18,2690,1262
90,2690,1296
82,2690,1337
12,2690,1341
59,2690,1374
86,2690,1379
77,2690,1460
78,2690,1494
14,2213,897
56,2203,1208
73,2202,1112
68,2202,1187
63,2201,919
84,2201,971
48,2201,988
28,2201,1026
49,2201,1050
88,2201,1116
72,2201,1128
37,2201,1236
75,2201,1282
87,2200,950
64,2200,1062
42,2200,1215
26,1813,794
36,1801,804
66,1799,837
74,1798,1050
5,1794,811
39,1776,857
16,1704,760
8,1691,946
53,1687,876
19,1686,684
23,1686,884
93,1685,754
15,1352,645
46,1351,541
79,1337,609
17,1336,575
96,1335,611
13,1335,714
92,512,237
9,488,228
85,487,226
4,484,224
24,481,195
3,481,224
35,480,218
2,480,224
6,477,224
22,476,222
55,474,220
21,474,222
27,473,220
7,467,199
81,461,217
45,458,214
41,442,206
25,442,208
47,441,207
57,441,207
1,438,205
34,421,196
32,406,192
65,399,173
76,399,189
67,398,187
52,394,185
91,394,185
94,394,185
97,394,185
62,394,187
11,393,185
33,392,183
98,392,189
29,391,183
43,391,183
44,391,185
99,391,185
31,391,187
95,390,183
38,390,187
71,390,189
