Run Number, Maximum X, Frame Reached
0,5025,3087
10,5025,3308
20,5025,3381
30,5025,3484
40,5025,3534
50,5025,3653
60,5025,3681
70,5024,3206
80,5024,3320
90,5024,3375
94,4901,4997
34,4654,4999
97,4354,2415
37,3960,2376
92,2691,1343
91,2691,1399
84,2691,1408
67,2691,1530
59,2691,1675
5,2691,1745
33,2691,1825
93,2691,4598
42,2690,1458
4,2690,1495
83,2690,1519
6,2690,1549
88,2690,1558
89,2690,1565
75,2690,1577
76,2690,1580
51,2690,1626
32,2690,1641
49,2690,1687
56,2690,1708
39,2196,1200
95,2193,1289
43,2192,1332
47,1684,1006
26,520,299
98,518,260
31,518,285
24,517,281
77,513,282
63,511,281
81,503,265
22,502,291
48,501,278
66,494,281
21,492,300
16,490,280
61,490,282
18,489,280
38,488,264
25,488,279
15,487,280
12,487,287
27,487,312
54,483,283
11,482,276
3,482,280
85,473,250
41,472,266
2,472,272
19,471,280
74,469,261
8,469,279
79,460,253
9,458,273
13,457,271
28,456,279
69,456,281
1,454,275
57,453,282
62,450,264
71,449,252
65,448,285
72,447,260
23,438,262
68,437,250
73,435,247
46,435,261
29,426,299
96,425,221
64,425,237
52,423,245
7,407,260
35,405,230
99,393,207
45,392,221
55,392,229
82,391,207
44,391,215
36,391,221
78,391,229
86,390,205
87,390,207
17,390,221
14,390,235
58,388,233
53,387,231
