Run Number, Maximum X, Frame Reached
0,5025,3484
10,4850,4998
44,4355,2706
20,4355,2810
30,4354,2307
40,4354,2326
50,4354,2707
60,4354,4657
87,4036,2015
52,4036,2091
70,4036,2169
80,4035,2000
90,4035,2053
99,4035,2228
27,2692,1511
22,2692,1547
88,2691,1262
19,2691,1431
74,2691,1440
26,2691,1449
47,2691,1488
71,2691,1532
95,2691,1533
32,2691,1563
8,2691,1674
29,2691,1725
72,2691,1783
35,2690,1277
54,2690,1351
36,2690,1418
16,2690,1611
3,2690,1613
83,2202,1105
9,2202,1147
76,2202,1383
28,2201,1198
31,2200,1080
33,2195,1065
41,2191,1289
77,2190,1330
59,1820,944
89,1797,908
55,1782,919
1,1768,1118
91,521,273
6,518,286
92,517,273
98,512,272
56,509,257
79,505,279
85,502,242
97,501,273
62,473,244
81,472,224
78,472,255
96,460,253
53,457,237
57,434,221
13,431,219
68,426,217
14,426,219
43,424,229
37,421,208
34,407,207
2,399,223
15,394,203
82,393,191
61,393,203
7,393,205
11,393,205
58,393,207
67,393,209
73,393,215
93,393,217
45,393,219
48,393,225
21,393,231
86,392,191
84,392,197
51,392,203
63,392,203
12,392,205
39,392,205
66,392,205
64,392,207
94,392,207
65,392,209
24,392,225
5,392,227
75,392,229
18,391,201
17,391,203
42,391,211
49,391,215
38,390,203
69,390,203
46,390,209
4,390,221
25,390,221
23,390,223
