Run Number, Maximum X, Frame Reached
0,5025,3484
10,5025,3534
20,5025,3653
30,5024,3320
40,4850,4998
50,4356,2426
60,4355,2706
70,4355,2810
80,4354,2307
90,4354,2326
86,4035,2256
41,3707,4999
47,3687,4999
44,3680,4999
82,2692,1420
76,2692,1516
26,2692,1529
62,2692,1663
81,2691,1420
95,2691,1444
4,2691,1503
29,2691,1504
16,2691,1556
27,2691,1613
3,2691,1619
98,2690,1362
2,2690,1442
6,2690,1531
91,2690,1534
52,2690,1570
69,2690,1615
77,2690,1708
5,2690,1722
66,2199,1156
67,2197,1099
92,2196,1393
8,2195,1141
1,2194,1199
55,2191,1428
49,2182,1339
9,2177,1408
94,2173,1233
22,1823,926
42,1798,976
99,1797,862
45,1776,1010
93,521,281
68,521,282
13,521,298
32,514,272
18,514,280
72,514,280
11,502,279
23,487,288
12,485,279
36,484,254
54,470,249
75,470,256
64,470,264
19,467,268
59,440,232
14,436,259
48,435,219
56,434,229
58,434,233
46,430,219
24,424,262
39,423,224
87,422,222
89,406,208
43,394,205
53,394,223
73,394,225
83,393,205
34,393,207
97,393,209
84,393,213
51,393,217
61,393,219
79,393,225
57,393,229
33,392,205
85,392,205
37,392,207
35,392,209
65,392,213
63,392,221
28,392,225
21,392,229
25,392,229
38,391,205
31,391,207
96,391,229
88,390,199
71,390,221
78,390,221
74,390,223
7,389,219
15,389,219
17,389,221
