Run Number, Maximum X, Frame Reached
0,5025,3484
10,5025,3534
20,5025,3653
30,5025,3681
40,5024,3206
50,5024,3320
60,4851,4997
70,4850,4998
80,4356,2426
90,4355,2706
68,4036,4502
33,4035,2555
34,4034,2430
76,3551,4999
58,2692,1409
72,2692,1458
78,2692,1540
77,2691,1499
84,2691,1566
28,2691,1567
88,2691,1572
3,2691,1594
2,2691,1668
64,2691,4505
29,2690,1500
73,2690,1511
8,2690,1588
57,2690,1605
7,2690,1688
74,2202,1165
59,2201,1223
15,2200,1386
51,2199,1180
83,2192,1090
48,2190,1138
86,2190,1236
85,2188,1273
12,2183,1235
66,1801,1023
92,1774,1110
87,1655,901
94,520,282
5,518,286
46,517,281
41,510,282
26,509,282
56,506,258
18,506,280
19,502,280
52,497,251
36,496,281
81,490,261
67,487,256
16,486,279
49,479,260
11,472,264
95,457,253
14,457,265
39,455,279
31,453,277
32,449,275
79,447,218
38,438,276
63,434,219
37,433,278
35,430,281
54,428,225
82,425,228
89,424,227
9,422,237
65,420,218
96,409,226
71,400,209
53,394,201
4,394,219
47,394,221
97,394,229
98,394,231
61,393,203
75,393,203
55,393,211
13,393,221
99,393,227
69,392,203
1,392,211
43,392,223
45,392,223
24,392,229
27,392,237
6,391,219
91,390,207
44,390,221
25,390,229
93,390,229
62,389,199
17,389,217
21,389,223
42,389,229
22,389,231
23,386,233
