Run Number, Maximum X, Frame Reached
33,4035,2085
0,4035,2190
99,4035,2226
79,4034,2063
10,4034,2097
20,2692,1149
30,2692,1228
40,2692,1270
50,2692,1328
39,2692,1336
60,2692,1336
70,2692,1394
80,2692,1403
90,2692,1404
42,2692,1491
64,2691,1311
69,2691,1335
53,2691,1364
76,2691,1375
62,2691,1389
77,2691,1481
45,2690,1263
57,2690,1335
13,2690,1341
63,2690,1357
44,2690,1358
4,2690,1361
92,2690,1378
58,2690,1416
49,2690,1422
97,2690,1453
6,2690,1501
18,2690,1501
87,2690,1507
72,2202,1031
67,2202,1051
73,2202,1065
46,2202,1084
55,2202,1118
31,2202,1126
66,2202,1173
78,2202,1202
71,2201,1034
88,2201,1083
93,2201,1084
16,2201,1196
8,2200,1058
5,2200,1150
94,2199,1264
54,2198,1173
35,1823,760
43,1809,880
91,1796,820
9,1793,876
84,1777,859
41,1777,861
81,1775,859
48,1692,825
11,1689,793
96,1684,856
61,1332,738
65,522,249
89,492,232
74,487,229
68,487,233
29,485,224
25,480,224
21,479,224
75,473,226
86,471,221
17,471,222
19,470,223
47,470,226
12,460,221
14,458,215
85,457,215
83,455,215
98,455,215
32,445,206
82,441,210
3,440,210
2,440,212
15,439,208
1,438,210
24,435,205
52,425,208
37,417,194
36,405,189
51,403,203
22,401,191
28,394,183
38,393,187
95,393,189
26,392,185
59,392,195
56,392,197
27,391,183
34,391,183
7,391,193
23,390,185
