Run Number, Maximum X, Frame Reached
0,5025,3484
10,4850,4998
38,4355,2810
20,4354,2307
30,4354,2326
40,4354,2707
47,4354,4657
50,4036,2169
60,4035,2000
70,4035,2053
80,4035,2085
90,4035,2117
46,4034,2320
19,3555,4999
35,2692,1376
87,2692,1546
67,2691,1344
88,2691,1371
95,2691,1382
91,2691,1408
39,2691,1444
86,2691,1472
8,2691,1494
33,2691,1597
72,2691,1604
3,2691,1620
49,2691,1678
1,2690,1348
34,2690,1362
96,2690,1383
44,2690,1393
65,2690,1414
13,2690,1434
15,2690,1449
16,2690,1488
37,2690,1552
75,2690,1699
73,2203,1336
66,2202,1095
81,2202,1257
68,2201,1095
89,2201,1147
82,2201,1233
64,2200,1097
69,2200,1108
17,2198,1100
26,2198,1198
85,1824,836
92,1822,900
62,1820,962
57,1688,1000
9,520,285
99,519,264
56,519,281
71,518,272
77,516,273
84,509,244
74,509,272
76,509,272
53,509,281
32,505,263
7,503,285
63,502,241
6,492,285
45,474,248
78,471,246
98,470,254
58,451,236
36,447,246
27,434,223
54,434,231
21,426,217
93,421,224
41,420,212
5,416,246
61,393,193
25,393,203
29,393,203
94,393,205
18,393,207
31,393,207
79,393,217
83,392,191
23,392,203
42,392,209
51,392,213
11,391,201
22,391,201
43,391,209
97,391,209
59,391,215
2,391,225
28,390,203
12,390,207
48,390,207
24,390,209
4,390,215
14,389,193
55,389,217
52,389,219
