Run Number, Maximum X, Frame Reached
0,5025,3484
10,5025,3534
20,5025,3653
87,5024,3320
30,4850,4998
58,4356,2426
40,4355,2706
50,4355,2810
60,4354,2307
70,4354,2326
80,4354,2707
90,4354,4657
73,4035,2413
9,4034,2740
38,3694,4999
33,3538,4999
36,3452,4999
71,2692,1411
1,2692,1556
89,2691,1394
86,2691,1464
29,2691,1526
23,2691,1538
76,2691,1616
66,2690,1411
35,2690,1515
52,2690,1525
55,2690,1525
74,2690,1594
32,2690,1607
81,2690,1617
62,2200,1110
6,2192,1333
24,2180,1298
31,1776,956
39,1775,920
67,1774,935
84,1773,921
75,1772,839
8,1651,1036
11,517,280
3,515,286
5,514,286
78,510,278
44,508,279
28,508,282
92,502,262
99,502,262
53,502,276
19,497,279
93,489,255
97,489,259
57,489,267
22,489,293
95,488,249
83,488,254
15,486,270
18,470,260
14,465,259
77,440,241
21,438,244
82,436,221
34,434,219
4,429,233
16,426,241
12,411,246
65,410,212
61,406,212
64,402,209
7,401,229
63,395,203
68,394,205
42,394,223
37,393,201
47,393,219
72,393,219
49,393,233
69,392,199
85,392,201
51,392,223
59,392,229
54,392,235
94,391,203
79,391,205
98,391,207
91,391,209
96,391,209
41,391,219
17,391,221
48,391,221
45,391,223
2,391,229
46,391,233
26,391,235
88,390,207
43,390,211
13,390,221
56,390,223
25,389,215
27,389,233
