Run Number, Maximum X, Frame Reached
0,5027,3299
10,5026,3618
20,5025,3087
30,5025,3258
40,5025,3308
50,5025,3381
60,5025,3484
70,5025,3534
80,5025,3560
90,5025,3574
19,4035,2336
96,4035,2753
47,2692,1755
5,2691,1533
66,2691,1538
85,2691,1622
61,2691,1642
38,2691,1949
26,2690,1494
1,2690,1581
22,2690,1621
58,2690,1628
42,2690,1642
9,2690,1727
72,2192,1230
39,2191,1260
45,2183,1298
64,2181,1237
27,2179,1289
6,2173,1231
87,2173,1354
81,1653,925
34,515,312
18,511,286
94,508,312
88,506,285
21,505,279
62,503,296
48,502,280
7,501,300
55,493,311
71,492,279
53,489,300
78,487,267
43,486,268
25,486,280
79,485,280
31,481,278
54,481,280
11,473,280
17,473,280
29,472,270
23,472,272
89,469,268
57,469,279
67,468,255
97,468,292
4,467,285
41,465,279
24,457,251
86,457,281
32,457,313
75,456,267
46,455,280
59,454,282
37,454,287
35,453,283
49,432,261
56,425,257
74,416,236
82,414,254
68,413,242
52,412,262
36,410,244
91,410,246
77,396,243
3,393,223
44,393,229
14,393,235
63,392,215
73,392,219
76,392,219
8,392,235
84,392,239
65,391,219
95,391,231
83,391,233
33,391,237
51,391,237
2,390,219
69,390,229
93,390,231
13,390,233
28,390,241
15,389,227
12,389,231
98,389,233
92,389,237
16,388,233
99,388,233
