Run Number, Maximum X, Frame Reached
0,5026,3618
10,5025,3087
20,5025,3258
30,5025,3308
40,5025,3381
50,5025,3484
60,5025,3534
70,5025,3560
80,5025,3653
90,5025,3677
52,5023,3732
51,3955,2414
38,2692,1826
69,2691,1490
89,2691,1585
5,2691,1590
59,2691,1595
26,2691,1607
56,2691,1650
71,2691,1707
9,2691,1791
43,2690,1497
61,2690,1577
8,2690,1583
53,2690,1600
12,2690,1732
76,2201,1276
98,2199,1234
6,2184,1341
3,1824,910
95,1823,1114
28,1820,1046
24,1796,1076
15,1673,1064
34,517,281
58,517,286
21,517,322
66,515,278
2,514,312
13,513,298
96,511,315
46,508,300
45,507,291
44,505,295
68,503,274
39,502,280
47,490,279
27,490,311
11,489,277
16,489,280
88,485,285
99,485,289
37,484,280
41,484,298
81,481,282
19,479,280
79,474,280
65,472,264
42,472,266
62,468,279
93,453,280
4,452,262
7,451,264
31,450,262
92,447,312
49,444,260
36,440,278
67,438,260
23,436,281
48,435,263
25,435,276
97,426,281
33,422,249
91,422,279
22,420,262
35,414,252
54,400,225
86,399,247
87,394,233
63,393,221
85,392,223
32,392,229
57,392,229
77,392,229
73,391,231
84,391,231
1,391,233
17,391,233
18,391,233
82,390,229
14,390,235
55,389,215
64,389,231
75,389,233
78,389,237
72,388,225
83,388,239
74,388,241
94,388,241
29,386,239
