Run Number, Maximum X, Frame Reached
0,5026,3618
10,5025,3087
20,5025,3258
30,5025,3308
40,5025,3381
50,5025,3484
60,5025,3534
70,5025,3560
80,5025,3653
90,5025,3677
16,4036,2624
57,2691,1508
23,2691,1579
75,2691,1739
87,2691,1773
1,2690,1439
61,2690,1615
89,2690,1736
46,2690,1743
91,2690,1743
56,2690,1746
27,2690,1767
71,2203,1482
54,2201,1533
41,2198,1472
3,2196,1459
82,2195,1142
72,2170,1356
78,1770,949
29,1761,1083
97,517,312
34,516,282
24,512,311
65,507,280
45,491,297
44,490,297
69,489,280
47,488,298
76,487,275
94,487,295
42,487,297
38,486,280
17,479,280
48,478,294
26,475,306
67,472,262
92,472,266
79,468,281
39,462,281
77,460,263
95,460,289
96,457,263
49,457,279
73,455,269
7,453,261
21,441,266
51,437,239
52,437,251
93,431,279
99,416,264
62,406,240
98,403,284
2,401,245
25,401,266
37,394,217
11,394,235
59,393,213
19,393,221
12,393,231
15,393,233
35,393,235
36,393,235
55,392,219
66,392,225
4,392,229
81,392,237
28,392,239
63,391,223
18,391,233
22,391,235
84,391,235
31,391,237
53,390,201
58,390,215
43,390,227
9,390,229
13,390,229
5,390,233
83,390,233
32,390,235
33,389,225
74,389,231
85,389,231
8,389,233
14,389,233
6,389,239
88,388,231
86,388,235
68,307,180
64,306,180
