Run Number, Maximum X, Frame Reached
0,5025,3087
65,5025,3258
10,5025,3308
20,5025,3381
30,5025,3484
40,5025,3534
50,5025,3653
60,5025,3681
70,5024,3206
80,5024,3320
90,5024,3375
76,4034,2214
1,3948,2386
62,2692,1787
91,2691,1456
36,2691,1497
98,2691,1506
2,2691,1519
22,2691,1559
59,2691,1579
61,2691,1674
97,2691,1684
45,2691,1698
83,2690,1451
79,2690,1472
94,2690,1568
48,2200,1275
74,2199,1177
5,2194,1361
33,2191,1195
4,2190,1444
11,2185,1313
92,1686,958
55,1653,858
39,1300,1038
78,518,280
95,516,274
32,511,286
31,510,286
93,504,263
75,503,279
8,502,284
68,499,281
16,498,279
21,497,281
24,496,298
47,490,279
96,488,248
17,488,280
81,486,256
29,486,298
64,485,312
15,484,280
99,482,244
25,481,298
63,476,280
19,475,280
42,472,264
44,471,260
49,471,279
56,469,288
23,468,297
66,466,281
3,458,285
73,455,239
34,452,246
69,452,281
41,446,260
35,444,252
26,440,252
27,439,298
71,435,259
77,431,241
72,429,237
28,424,262
84,419,224
82,411,210
89,407,209
37,393,225
53,393,237
12,393,241
88,392,209
14,392,225
58,392,229
7,392,231
51,392,231
6,392,233
85,391,207
86,391,207
38,391,219
18,391,225
54,391,233
57,391,235
87,390,203
67,390,231
13,390,233
46,390,247
43,389,219
9,389,231
52,389,235
