Run Number, Maximum X, Frame Reached
0,5026,3618
10,5025,3087
20,5025,3258
30,5025,3308
40,5025,3381
50,5025,3484
60,5025,3534
70,5025,3560
80,5025,3653
90,5025,3677
27,4354,3027
22,4035,2542
88,2692,1566
24,2692,1766
2,2691,1507
65,2691,1527
53,2691,1584
98,2691,1666
86,2691,1698
58,2691,4613
32,2690,1480
64,2690,1641
62,2690,1759
51,2199,1361
79,2198,1550
59,2195,1332
36,2194,1301
6,2191,1482
26,2172,1558
29,1762,1114
28,517,312
49,511,298
77,505,294
31,505,295
42,504,297
21,504,312
57,501,271
45,496,281
16,495,281
69,493,283
38,492,280
74,489,297
41,489,298
67,487,259
37,486,279
8,486,281
11,484,282
25,483,292
85,482,282
39,481,280
47,481,282
18,476,278
61,472,264
5,472,286
14,471,274
48,470,268
44,469,276
23,466,305
87,464,281
13,460,281
9,457,279
71,453,273
15,451,280
75,447,280
66,443,260
78,435,279
43,434,279
56,433,249
96,432,279
97,432,313
63,431,247
76,424,263
99,424,279
72,421,279
33,419,248
46,412,280
91,404,262
94,395,277
35,394,219
19,393,231
93,393,253
52,392,209
68,392,219
55,392,227
34,392,229
83,392,229
17,392,233
12,392,259
73,391,231
54,390,221
89,390,233
95,390,233
3,390,237
84,390,237
7,389,231
81,388,221
1,388,227
4,388,231
82,387,237
92,381,283
