Run Number, Maximum X, Frame Reached
0,5027,3299
10,5026,3618
20,5025,3087
30,5025,3258
40,5025,3308
50,5025,3381
60,5025,3484
70,5025,3534
80,5025,3560
90,5025,3574
44,5024,3249
57,4356,2833
23,4035,2664
84,4035,2771
9,3944,2259
68,2692,1649
92,2692,1875
64,2691,1500
3,2691,1584
1,2691,1604
25,2691,1625
46,2691,1630
2,2691,1659
67,2691,1666
39,2691,1731
85,2691,1783
61,2691,1789
98,2691,2010
28,2690,1579
91,2690,1811
8,2690,1837
99,2690,1841
78,2200,1323
75,2197,1332
97,2195,1486
33,2188,1525
32,2187,1585
83,2174,1296
69,1763,1148
27,1757,1060
88,1738,1263
51,517,298
6,515,286
66,514,286
56,505,279
53,496,297
58,494,291
62,493,285
89,490,279
79,486,266
15,479,280
42,478,280
24,474,276
55,474,280
17,473,280
74,472,268
7,471,253
81,471,274
21,470,268
48,470,274
37,469,284
54,467,301
73,466,253
86,457,279
36,450,277
63,447,248
59,447,264
5,440,249
76,431,245
65,428,239
49,425,249
34,423,260
31,422,255
35,408,278
4,405,221
38,403,264
77,397,261
72,393,221
41,393,233
29,392,233
43,391,227
14,391,229
16,391,229
82,391,231
87,391,231
22,391,235
95,390,229
94,390,231
47,390,233
96,390,235
52,390,279
45,389,219
18,389,229
26,389,231
13,389,235
71,389,249
19,388,229
12,388,233
11,387,235
93,386,227
