Run Number, Maximum X, Frame Reached
0,5025,3308
10,5025,3381
20,5025,3484
30,5025,3534
40,5025,3653
50,5025,3681
60,5024,3206
70,5024,3320
80,4886,4997
90,4851,4997
17,4035,2485
78,3668,1886
49,2692,1466
4,2692,1561
47,2691,1563
36,2691,1567
35,2691,1681
91,2691,1763
82,2691,1880
8,2690,1412
26,2690,1530
22,2690,1532
48,2690,1557
62,2690,1619
46,2690,1621
24,2690,1675
29,2201,1273
87,2200,1487
75,2198,1091
74,2198,1158
96,2198,1311
51,2197,1331
25,2196,1596
27,2192,1200
38,2192,1464
34,1818,1064
28,1807,986
69,1348,671
67,512,280
61,506,282
12,506,298
79,503,257
93,502,260
9,501,280
31,497,279
18,495,297
5,493,281
2,490,279
92,488,256
1,486,280
7,485,280
86,485,280
84,483,280
73,474,252
64,474,266
85,473,278
6,473,279
33,472,264
32,471,264
59,470,279
14,469,297
43,465,263
3,461,279
65,457,245
16,457,267
97,456,229
11,456,297
68,455,241
66,455,271
83,453,278
57,453,281
53,451,271
63,438,240
77,434,223
23,419,246
19,418,266
72,414,214
94,408,209
13,403,281
89,400,281
88,395,231
95,394,205
76,394,209
81,394,231
99,392,203
54,392,233
71,391,205
39,391,221
55,391,231
44,391,233
52,391,241
98,390,205
21,390,217
15,390,229
41,390,229
56,390,231
58,390,233
37,390,245
42,389,233
45,387,237
