Run Number, Maximum X, Frame Reached
0,5027,3299
10,5026,3618
20,5025,3087
30,5025,3258
40,5025,3308
50,5025,3381
60,5025,3484
70,5025,3534
80,5025,3560
90,5025,3574
29,4034,2708
48,2692,1577
63,2691,1528
31,2691,1624
91,2691,1635
67,2691,1662
28,2691,1700
94,2691,1922
5,2690,1319
73,2690,1545
22,2690,1554
26,2690,1568
36,2690,1596
21,2690,1615
83,2690,1620
68,2690,1651
1,2690,1662
78,2690,1666
97,2690,1670
24,2690,1675
86,2690,1838
69,2203,1340
33,2197,1428
84,2187,1473
62,2186,1309
11,2168,1270
9,1648,1048
18,1302,765
57,1294,807
42,520,280
54,514,290
4,513,284
76,512,280
56,511,298
3,509,286
74,507,278
32,506,311
53,504,297
23,499,281
61,497,286
66,493,289
27,491,281
89,489,287
77,488,267
71,487,267
58,485,298
8,483,286
38,483,312
44,482,280
45,474,280
65,472,266
93,469,272
19,466,278
13,459,283
52,457,267
6,456,253
43,454,279
59,452,290
15,419,279
79,418,242
7,406,240
25,394,231
46,394,231
51,393,261
72,392,215
41,392,219
2,392,221
49,392,229
92,392,229
85,392,231
39,392,243
88,391,233
12,391,235
35,391,237
96,391,239
64,390,213
75,390,217
55,390,221
81,390,223
82,390,231
99,390,237
37,390,247
16,389,225
98,389,229
87,388,225
95,388,233
47,388,239
17,388,247
14,387,233
34,387,239
