Run Number, Maximum X, Frame Reached
0,5025,3308
10,5025,3381
20,5025,3484
30,5025,3534
40,5025,3653
50,5025,3681
60,5024,3206
70,5024,3320
80,4886,4997
90,4851,4997
33,4035,2224
63,2692,1671
57,2691,1496
62,2691,1585
78,2691,1599
45,2691,1764
92,2690,1430
34,2690,1475
88,2690,1500
82,2690,1531
21,2690,1552
59,2690,1640
86,2690,1649
14,2690,1661
26,2690,1675
19,2690,1680
95,2205,1169
28,2201,1146
32,2200,1460
74,2195,1316
71,2194,1244
87,2188,1444
81,2185,1288
7,2169,1264
98,1774,909
77,1654,890
66,518,281
17,518,298
15,513,302
54,513,311
64,512,281
12,508,298
67,505,281
31,505,282
96,503,260
94,503,266
52,500,282
72,496,251
16,494,298
35,492,279
68,492,279
22,492,284
55,492,311
76,489,254
73,488,254
1,486,280
69,469,252
11,469,297
85,463,279
2,457,279
84,456,253
47,456,267
6,449,280
24,448,250
18,443,282
39,438,264
38,437,247
79,431,221
13,429,279
51,428,249
61,425,236
29,425,240
83,423,233
25,420,224
36,420,250
65,419,238
93,410,218
58,406,248
75,393,207
37,393,221
27,393,225
4,393,229
89,393,235
91,392,205
97,392,207
9,392,225
49,392,237
99,391,207
41,391,229
3,391,235
56,391,237
23,390,225
8,390,227
5,390,235
53,390,239
46,389,223
48,389,225
43,389,237
44,388,227
42,386,229
