Run Number, Maximum X, Frame Reached
0,5025,3308
10,5025,3381
20,5025,3484
30,5025,3534
40,5025,3653
50,5025,3681
60,5024,3206
70,5024,3320
80,4886,4997
90,4851,4997
86,4034,2860
71,2691,1381
29,2691,1485
23,2691,1584
92,2691,1671
72,2690,1413
15,2690,1462
43,2690,1469
48,2690,1585
56,2690,1629
26,2690,1678
57,2690,1679
95,2690,1683
97,2202,1416
32,2201,1173
79,2196,1319
8,2196,1428
78,2193,1191
25,1823,1116
84,1821,963
37,514,280
67,507,282
89,506,296
27,503,285
38,498,279
68,498,279
18,497,297
52,493,282
76,489,256
12,488,293
51,485,281
11,485,290
19,476,298
6,472,276
3,472,285
33,471,268
35,469,260
55,469,284
41,466,280
31,458,261
9,457,261
75,456,237
59,455,249
36,455,267
13,455,297
45,449,278
28,446,256
58,443,282
74,442,230
88,440,270
1,439,238
53,429,276
61,423,239
83,423,278
66,422,238
14,420,252
91,417,216
94,411,218
82,407,246
16,406,252
34,405,235
99,393,201
73,393,209
64,393,223
47,393,229
46,393,245
93,392,205
62,392,217
5,392,231
87,392,231
69,392,233
22,392,237
81,392,237
7,392,239
17,392,239
77,391,207
96,391,207
21,391,213
44,391,225
24,391,227
2,391,233
63,391,233
4,391,235
54,391,237
65,390,221
85,390,229
42,390,231
98,389,209
39,389,215
49,389,233
