Run Number, Maximum X, Frame Reached
0,5026,3618
10,5025,3087
20,5025,3258
30,5025,3308
40,5025,3381
50,5025,3484
60,5025,3534
70,5025,3560
80,5025,3653
90,5025,3677
79,2692,1515
16,2692,1642
77,2692,1835
83,2692,4382
84,2691,1467
46,2691,1519
18,2691,1524
54,2691,1572
53,2691,1587
85,2691,1669
14,2691,1736
71,2691,1829
59,2690,1437
57,2690,1464
1,2690,1583
87,2690,1628
52,2690,1660
72,2690,1739
75,2690,1748
23,2690,1849
97,2690,2010
26,1300,803
43,517,311
48,516,310
66,510,280
33,507,279
6,492,281
45,492,311
3,490,279
73,489,281
36,489,287
58,488,269
63,487,266
37,486,279
27,486,286
67,485,280
38,484,280
19,480,278
93,479,280
56,477,250
55,473,276
39,471,262
47,469,276
24,468,284
44,468,291
28,466,281
49,463,291
41,456,267
29,455,281
69,454,263
25,451,285
89,446,262
94,446,280
65,437,251
34,437,254
96,435,281
99,435,281
95,434,282
51,424,231
15,422,255
91,421,279
5,420,252
76,420,262
92,419,262
98,405,262
61,394,221
12,393,231
64,393,233
86,393,235
62,392,209
4,392,223
7,392,231
31,392,231
17,392,235
81,391,229
13,391,233
32,390,215
68,390,221
42,390,235
74,390,235
21,390,241
35,389,219
11,389,227
82,389,233
88,389,237
9,389,239
2,388,223
78,388,239
22,388,263
8,387,229
