Run Number, Maximum X, Frame Reached
0,5027,3299
10,5026,3618
20,5025,3087
30,5025,3258
40,5025,3308
50,5025,3381
60,5025,3484
70,5025,3534
80,5025,3560
90,5025,3574
44,5025,3791
64,4034,2235
68,2692,1466
26,2692,1558
54,2692,1625
67,2692,4613
38,2691,1385
61,2691,1437
21,2691,1738
39,2691,1763
48,2691,1768
3,2690,1610
17,2690,1662
31,2690,1912
98,1820,1110
89,1787,1278
88,1762,1051
9,1657,871
81,1645,1365
71,517,282
18,517,292
1,516,285
62,516,286
5,515,286
12,508,282
33,507,311
78,503,272
72,499,281
34,499,311
2,494,285
74,493,279
66,487,267
76,487,267
42,487,280
47,487,282
24,484,280
59,484,296
77,482,260
29,482,280
56,481,296
51,481,298
52,479,312
43,478,280
83,475,280
25,472,268
73,471,279
45,471,288
86,470,274
57,470,297
79,468,279
58,468,295
41,467,279
87,467,279
75,457,255
32,454,285
19,451,265
36,449,279
97,448,260
93,439,262
22,438,252
53,436,258
55,436,258
37,435,274
11,424,263
82,421,262
84,414,252
92,412,246
69,404,238
7,402,221
65,401,229
46,393,235
4,392,219
6,392,219
94,392,231
96,392,231
91,392,235
28,391,227
95,391,231
63,390,225
8,390,229
85,390,233
49,390,235
99,390,251
23,389,223
35,389,239
27,388,221
16,388,229
14,385,235
13,383,235
15,306,186
