Run Number, Maximum X, Frame Reached
0,5026,3618
10,5025,3087
20,5025,3258
30,5025,3308
40,5025,3381
50,5025,3484
60,5025,3534
70,5025,3560
80,5025,3653
90,5025,3677
72,4034,2430
56,4034,2431
87,4034,2507
67,3877,2243
12,2692,1536
58,2692,1591
15,2691,1446
44,2691,1561
14,2691,1618
93,2691,1640
7,2691,1692
77,2691,1759
85,2690,1491
31,2690,1633
13,2690,1653
71,2690,1655
82,2690,1727
69,2199,1212
23,2197,1186
17,2193,1274
66,2189,1330
28,2184,1550
9,2184,1595
74,2175,1558
37,1821,994
42,512,300
21,511,286
52,509,286
19,502,278
62,501,274
29,500,311
1,498,311
34,496,280
91,493,281
24,492,311
47,491,300
55,489,265
18,486,270
76,485,282
97,485,311
46,484,297
27,483,307
8,480,262
49,480,282
79,472,270
94,472,279
22,472,282
73,468,279
33,467,263
45,465,281
54,463,247
63,457,261
68,457,269
99,453,290
92,451,269
25,451,280
26,448,264
43,448,300
65,446,260
83,444,280
41,440,298
95,438,280
51,436,257
48,423,259
96,418,281
39,406,251
88,394,223
35,394,233
53,394,233
16,392,231
6,392,235
86,392,235
64,391,217
3,391,221
36,391,221
61,391,221
38,391,225
32,391,233
78,391,235
57,390,221
59,389,211
11,389,225
89,389,229
4,389,233
84,389,233
75,389,255
81,388,241
5,387,233
2,387,235
98,387,249
