Run Number, Maximum X, Frame Reached
0,5026,3618
10,5025,3087
20,5025,3258
30,5025,3308
40,5025,3381
50,5025,3484
60,5025,3534
70,5025,3560
80,5025,3653
90,5025,3677
4,4355,2955
38,4035,2503
67,3669,2169
56,2691,1465
13,2691,1508
61,2691,1525
31,2691,1566
88,2691,1578
69,2691,1665
59,2690,1487
58,2690,1558
47,2690,1596
32,2690,1654
27,2690,1758
72,2690,1824
7,2690,1903
86,2201,1101
35,2201,1278
25,2197,1480
9,2195,1163
75,2184,1395
16,1824,1102
8,1816,1169
15,1814,1003
53,1763,1008
46,517,298
24,513,312
42,511,298
34,510,279
48,510,298
76,509,281
52,508,286
92,507,296
2,504,290
36,503,280
41,502,297
89,496,281
23,494,311
64,486,269
28,481,307
63,478,280
39,475,280
17,474,280
65,472,264
49,471,268
95,471,282
6,469,280
11,468,281
45,466,271
99,463,281
37,456,249
44,456,298
54,449,248
29,448,283
21,443,282
55,440,249
14,439,262
77,435,270
94,435,279
96,434,281
26,432,280
51,416,238
68,416,240
97,415,264
57,413,238
98,407,262
5,393,231
79,392,231
85,392,231
78,392,235
66,391,223
62,391,225
22,391,233
73,391,233
93,391,233
74,391,235
82,391,235
84,391,235
71,391,267
19,390,229
33,390,229
12,390,231
18,390,231
83,390,233
1,389,231
3,388,229
87,388,233
43,388,247
91,387,247
81,386,239
