Run Number, Maximum X, Frame Reached
0,5025,3484
10,5025,3534
20,5025,3653
30,5024,3206
40,5024,3320
50,4850,4998
60,4356,2426
70,4355,2706
80,4355,2810
90,4354,2307
42,4035,2278
66,4035,2595
28,4035,2677
99,4034,2229
92,4034,2236
34,4034,2475
4,3878,2215
38,3670,2257
61,3669,2228
52,2691,1405
16,2691,1407
98,2691,1492
32,2691,1499
2,2691,1507
57,2691,1587
85,2691,1617
8,2691,1679
7,2691,1689
26,2691,1725
81,2690,1364
49,2690,1397
27,2690,1528
22,2690,1550
89,2690,1660
79,2690,1665
36,2690,1748
41,2203,1143
94,2201,1206
39,1821,1112
1,1819,986
53,1799,965
97,1797,853
51,1775,957
96,1768,841
45,1345,677
65,1336,841
9,519,298
43,515,260
84,514,282
76,513,281
35,513,286
6,509,286
82,506,282
33,506,286
3,502,280
18,501,279
19,500,279
31,494,281
12,489,265
14,489,267
62,488,261
83,487,261
25,486,277
75,472,264
37,471,260
17,471,266
95,440,222
46,437,222
59,432,219
68,423,229
55,420,216
64,417,228
69,417,228
63,405,221
91,393,203
48,393,205
44,393,209
71,393,221
93,393,221
58,392,203
47,392,205
54,392,205
67,392,207
87,392,209
13,392,217
73,392,217
86,392,221
74,391,217
77,391,217
29,391,227
23,391,231
56,390,205
15,390,215
78,390,217
11,390,219
5,390,229
88,390,231
72,389,223
21,389,239
24,385,235
