Run Number, Maximum X, Frame Reached
0,5025,3484
10,5025,3534
20,5025,3653
30,5024,3206
40,5024,3320
50,4851,4997
60,4850,4998
70,4356,2426
80,4355,2706
90,4355,2810
41,4354,2730
55,4034,2244
51,3519,4999
66,2692,1315
45,2692,1588
17,2691,1470
79,2691,1486
23,2691,1553
74,2691,1567
2,2691,1580
83,2691,1694
3,2691,1855
61,2691,4505
58,2690,1389
69,2690,1411
95,2690,1509
8,2690,1559
24,2690,1562
16,2690,1570
96,2690,1595
82,2690,1606
5,2203,1355
63,2201,1176
33,2201,1480
44,2200,1115
48,2198,1128
67,2196,1102
11,2193,1331
68,2192,1181
98,1820,1106
1,1770,873
75,513,266
31,507,280
14,505,279
36,504,281
13,502,281
37,498,277
34,493,280
57,488,253
32,488,280
27,480,280
12,473,279
71,472,262
49,470,252
72,468,259
88,463,263
15,455,259
38,453,243
99,439,238
47,435,221
78,435,229
64,434,217
62,432,219
35,430,245
18,430,259
73,429,229
46,428,221
53,422,220
84,422,240
43,420,220
56,394,203
39,394,215
91,394,219
92,394,221
86,394,229
42,393,203
52,393,203
6,393,215
94,393,219
4,393,223
7,393,237
54,392,203
65,392,203
81,392,219
76,392,221
9,392,225
93,392,225
21,392,231
85,392,231
22,392,237
87,391,211
97,391,213
19,391,219
59,390,205
77,390,221
89,390,227
26,390,229
28,390,239
25,389,237
29,388,225
