Run Number, Maximum X, Frame Reached
0,5026,3618
10,5025,3087
20,5025,3258
30,5025,3308
40,5025,3381
50,5025,3484
60,5025,3534
70,5025,3560
80,5025,3653
90,5025,3677
77,4035,2222
35,4034,2390
73,4034,2598
49,3670,2216
31,3668,2175
17,2692,1757
23,2691,1453
85,2691,1468
45,2691,1550
14,2691,1570
51,2691,1617
86,2691,1719
38,2690,1598
83,2690,1678
84,2690,1769
98,2690,1816
76,2690,1827
27,2690,2004
1,2206,1482
92,2181,1228
78,1789,1043
55,1651,1034
59,518,285
48,515,290
69,504,274
46,504,297
63,502,271
39,502,279
47,502,297
28,495,314
32,492,279
22,490,313
33,487,280
54,487,285
2,486,282
7,486,287
94,484,293
79,482,280
95,482,280
6,482,282
75,479,280
21,477,282
72,473,304
16,472,270
71,472,274
67,470,254
64,466,279
18,458,279
61,457,261
91,456,289
96,455,281
11,453,251
89,453,253
66,453,267
93,453,280
25,452,281
36,450,280
43,443,264
24,441,282
81,439,248
26,436,248
42,435,273
97,435,280
99,418,280
41,417,282
53,416,232
34,413,250
9,401,252
12,394,231
65,393,221
62,393,225
74,393,233
56,392,219
52,392,221
3,392,229
82,392,231
57,391,219
68,391,223
13,391,231
58,390,223
37,390,227
4,390,231
88,390,231
15,390,233
8,389,229
19,389,229
5,389,237
29,389,255
87,388,229
44,387,247
