Run Number, Maximum X, Frame Reached
46,5025,3484
0,4850,4998
10,4354,2307
20,4354,2326
30,4354,2707
40,4036,2169
50,4035,2000
60,4035,2053
70,4035,2085
80,4035,2138
90,4035,2147
38,4035,2285
66,4035,2744
63,2692,1395
55,2691,1342
97,2691,1382
23,2691,1404
87,2691,1430
58,2691,1445
78,2691,1473
71,2691,1492
13,2691,1500
12,2691,1514
42,2691,1516
94,2691,1516
24,2691,1536
4,2691,1537
67,2691,1664
52,2690,1362
35,2690,1452
9,2690,1463
32,2690,1479
98,2690,1488
83,2690,1489
25,2690,1647
59,2201,1128
18,2201,1187
57,2200,1041
81,2200,1108
95,2200,1111
15,2199,1068
26,2197,1200
3,2195,1347
62,2194,1318
1,2192,1348
28,1823,1008
54,1821,994
43,1796,1109
74,1779,817
65,1759,1104
2,1693,862
82,1689,828
48,1687,1004
64,1329,826
27,521,280
21,520,279
14,519,268
45,519,280
77,518,248
47,511,278
93,502,243
99,498,244
75,490,243
53,471,224
68,470,245
79,455,220
39,454,237
89,446,222
84,444,222
33,434,221
69,434,231
61,433,237
92,420,208
56,411,202
31,410,210
37,409,208
19,405,217
73,396,199
76,394,195
96,394,195
86,394,207
41,394,221
51,393,193
91,393,195
6,393,203
22,393,205
85,393,205
36,393,209
29,393,219
8,392,197
7,392,203
11,392,205
49,392,215
88,391,201
16,391,203
44,391,215
72,390,193
17,390,199
5,390,201
34,390,207
