Run Number, Maximum X, Frame Reached
0,5025,3308
10,5025,3381
20,5025,3484
30,5025,3534
40,5025,3653
50,5025,3681
60,5024,3206
70,5024,3320
80,4886,4997
90,4851,4997
8,4355,2320
29,4036,2525
85,4035,2611
57,4034,2455
22,4034,2500
91,3552,4999
99,2692,4503
33,2691,1494
68,2691,1497
53,2691,1551
64,2691,1614
83,2691,1644
89,2691,1660
77,2691,1701
59,2691,1776
37,2690,1438
43,2690,1562
46,2690,1664
13,2690,1903
75,2201,1182
86,2201,1482
72,2189,1390
45,1823,982
5,520,279
62,516,291
23,508,285
73,506,253
35,502,281
42,501,281
12,501,312
14,496,299
17,495,300
52,493,280
18,491,298
49,490,281
41,488,289
16,487,268
31,486,268
11,485,298
38,481,280
51,477,282
82,472,279
39,470,268
19,470,297
61,456,245
66,456,245
95,456,249
76,455,239
56,455,269
55,450,283
88,448,278
87,445,278
65,439,240
97,428,219
81,428,279
63,424,233
92,422,217
24,421,233
58,420,259
26,414,236
32,414,246
25,410,226
74,406,209
71,402,207
98,394,207
67,394,221
6,394,229
79,393,207
36,393,221
4,393,231
7,393,239
93,392,205
94,392,207
78,392,209
1,392,223
2,392,223
28,392,223
34,392,223
54,392,231
9,391,213
96,390,203
21,390,219
47,390,231
69,390,233
15,390,237
27,389,217
44,389,229
48,389,233
84,389,237
3,388,229
