Run Number, Maximum X, Frame Reached
0,5027,3299
10,5026,3618
20,5025,3087
30,5025,3258
40,5025,3308
50,5025,3381
60,5025,3484
70,5025,3534
80,5025,3560
90,5025,3574
4,4355,4574
22,4035,2606
55,3957,2408
48,2692,1549
73,2692,1677
57,2691,1548
75,2691,1590
5,2691,1620
9,2691,1648
24,2691,1873
83,2690,1599
8,2690,1637
6,2690,1657
39,2690,1666
18,2690,1844
88,2690,1874
65,2194,1359
17,2191,1446
69,2191,1461
32,2186,1312
26,2177,1557
82,2171,1396
79,1824,1113
27,1818,1001
21,1764,1078
3,1759,875
35,1650,1100
49,1299,786
78,520,298
63,516,285
91,504,312
93,500,296
7,494,285
58,493,298
98,489,283
53,489,285
76,489,288
33,489,312
2,487,286
71,487,296
29,486,287
43,485,280
38,485,290
44,483,280
56,482,296
67,471,252
81,470,266
51,470,298
72,469,268
52,469,297
54,462,291
94,459,281
74,458,267
99,458,285
97,457,267
25,457,271
84,453,279
36,452,283
31,450,301
37,449,279
1,440,247
45,440,250
41,440,258
59,439,258
89,420,267
87,408,256
61,397,229
46,394,231
13,393,233
28,393,235
62,392,219
85,392,233
86,392,233
14,392,237
64,391,215
47,391,225
68,391,227
92,391,231
34,391,265
66,390,219
77,390,221
42,390,231
95,390,233
96,389,223
11,389,233
23,389,233
15,388,231
12,388,241
16,386,239
19,386,243
