Run Number, Maximum X, Frame Reached
0,5026,3618
10,5025,3087
20,5025,3258
30,5025,3308
40,5025,3381
50,5025,3484
60,5025,3534
70,5025,3653
80,5025,3681
90,5024,3206
74,4633,2675
24,4036,2440
97,4034,2158
88,3960,2594
63,2691,1552
65,2691,1554
76,2691,1577
72,2691,1738
69,2690,1530
52,2690,1570
93,2690,1580
17,2690,1674
98,2690,1678
6,2690,1696
59,2690,1851
67,2200,1290
51,2191,1145
14,2183,1412
15,2181,1412
27,1654,902
22,517,311
94,516,282
2,513,282
28,507,311
75,501,294
47,501,297
4,496,281
99,495,281
8,495,287
32,494,279
43,489,293
18,488,277
68,487,270
61,487,272
44,487,285
29,485,290
83,485,311
21,483,312
86,480,298
33,474,270
64,473,268
19,473,270
16,472,276
45,472,297
7,471,280
41,469,262
84,469,286
42,468,262
36,464,279
91,460,259
66,456,279
92,452,258
26,452,281
95,441,252
79,440,262
49,433,267
54,430,237
35,428,263
87,421,244
96,418,248
48,418,262
81,415,262
85,413,240
12,406,236
1,401,250
57,398,235
55,394,231
58,393,219
34,393,233
11,393,235
62,392,223
37,391,229
73,391,229
77,391,231
53,391,233
46,391,249
38,390,221
56,390,223
31,390,231
13,390,233
39,390,233
23,390,237
3,389,235
5,389,235
25,389,241
78,388,229
89,388,233
71,388,237
9,387,229
82,387,265
