Run Number, Maximum X, Frame Reached
0,5025,3308
10,5025,3381
20,5025,3484
30,5025,3534
40,5025,3653
50,5025,3681
60,5024,3206
70,5024,3320
80,4886,4997
90,4851,4997
58,4034,2404
48,3875,2314
92,3474,4974
85,2692,1495
28,2692,1523
94,2691,1294
73,2691,1450
44,2691,1495
57,2691,1532
7,2691,1549
25,2691,1594
91,2690,1578
29,2690,1627
26,2690,1650
45,2690,1922
72,2201,1038
78,2201,1038
35,2201,1360
3,2200,1445
21,2188,1270
65,2178,1263
89,2178,1394
22,2174,1222
69,516,282
24,516,286
27,514,286
11,512,298
18,511,300
63,510,281
61,507,283
37,506,280
16,504,312
39,503,276
62,503,280
52,503,314
19,498,291
59,495,311
31,494,279
6,487,277
74,486,245
71,486,254
43,486,282
84,483,280
86,481,278
15,480,298
51,479,282
32,473,272
68,472,260
41,470,268
36,470,279
54,467,284
87,463,279
53,459,281
34,456,267
67,455,245
77,454,235
66,442,236
99,431,219
13,430,281
95,428,219
33,425,249
83,420,280
4,417,244
14,413,246
88,410,248
64,409,235
98,395,205
2,394,235
93,393,205
5,393,229
56,393,233
75,392,209
79,392,209
38,392,221
49,392,223
9,392,227
81,392,233
82,392,237
76,391,205
8,391,213
55,391,221
1,391,227
97,390,203
23,390,229
12,390,231
46,390,233
96,389,203
42,389,235
17,389,249
47,388,235
