Run Number, Maximum X, Frame Reached
0,4035,2085
10,4035,2190
20,4035,2226
85,4034,2009
30,4034,2063
40,4034,2097
83,3475,4998
50,2692,1149
60,2692,1228
70,2692,1270
82,2692,1276
81,2692,1319
80,2692,1328
90,2692,1336
36,2692,1350
99,2692,1409
57,2691,1289
6,2691,1331
94,2691,1345
72,2691,1349
42,2691,1353
79,2691,1394
2,2691,1410
78,2691,1443
45,2691,1549
29,2691,1580
76,2691,1599
75,2691,1601
68,2690,1153
15,2690,1309
14,2690,1318
86,2690,1336
24,2690,1349
95,2690,1349
26,2690,1362
13,2690,1367
33,2690,1376
69,2203,929
97,2203,1075
49,2203,1082
47,2203,1255
38,2202,1057
21,2202,1112
43,2202,1144
23,2202,1193
84,2201,1079
28,2201,1087
62,2201,1116
19,2201,1150
71,2201,1354
51,2200,1116
25,2199,1240
73,2199,1307
35,2198,1203
5,1823,836
8,1800,978
87,1798,984
92,1795,900
89,1776,849
61,1709,674
91,1691,898
93,1342,629
1,518,252
12,513,247
66,505,234
98,487,229
77,487,231
9,487,237
7,487,239
59,483,222
52,483,224
55,474,224
58,473,223
44,471,223
31,471,248
48,456,215
74,454,215
46,442,210
11,426,205
27,423,202
18,423,203
17,422,205
34,420,206
63,416,202
16,406,200
53,400,189
4,399,197
65,393,183
56,393,185
67,393,187
22,393,193
88,393,193
64,392,189
3,392,191
41,392,191
37,392,195
32,391,195
39,391,197
54,390,181
96,390,185
