Run Number, Maximum X, Frame Reached
0,5025,3308
10,5025,3381
20,5025,3484
30,5025,3534
40,5025,3653
50,5025,3681
60,5024,3206
70,5024,3320
80,4886,4997
90,4851,4997
78,4034,2234
54,3668,2014
13,2692,1672
45,2691,1446
53,2691,1479
43,2691,1532
25,2691,1557
14,2691,1740
86,2690,1364
96,2690,1387
47,2690,1519
31,2690,1524
51,2690,1573
84,2690,1614
37,2690,1616
27,2690,1696
85,2690,1780
26,2198,1145
41,2197,1139
21,2196,1145
44,2195,1139
8,2182,1372
23,2180,1274
74,1793,860
7,1775,1100
24,1651,1042
62,511,280
75,509,258
5,507,279
12,506,300
66,505,279
11,505,294
39,504,280
94,503,260
63,503,279
61,495,281
69,487,280
16,487,287
9,487,290
33,486,265
17,485,285
35,483,260
4,480,280
1,480,282
68,475,280
79,473,250
34,471,268
88,470,279
83,470,286
42,467,277
15,460,296
6,456,259
58,455,257
65,454,253
81,454,261
57,447,246
97,441,218
72,441,230
18,437,264
73,425,221
59,422,261
19,420,272
77,414,222
91,409,211
87,397,279
92,394,207
76,393,207
82,393,225
89,393,231
71,392,207
28,392,219
3,392,233
32,392,239
95,391,203
64,391,211
22,391,229
67,391,233
93,390,205
98,390,205
99,390,205
36,390,223
49,390,237
2,390,241
38,389,221
52,389,233
46,389,237
29,388,223
55,388,237
56,388,249
48,387,235
