Run Number, Maximum X, Frame Reached
0,5025,3484
10,4850,4998
20,4354,2307
30,4354,2326
40,4354,2707
50,4036,2169
60,4035,2000
70,4035,2053
80,4035,2085
43,4035,2117
86,4035,2128
90,4035,2138
39,4035,2356
28,4034,2191
12,3673,4997
21,2692,1384
67,2691,1354
73,2691,1428
22,2691,1445
97,2691,1512
9,2691,1523
1,2691,1529
75,2691,1644
15,2691,4504
38,2690,1346
76,2690,1392
69,2690,1411
99,2690,1432
42,2690,1436
84,2690,1479
34,2690,1576
35,2690,1577
71,2690,1597
72,2690,1600
46,2690,1603
27,2202,1071
91,2201,1073
85,2201,1118
88,2201,1148
47,2201,1256
79,2201,1339
33,2200,1196
13,2199,1093
24,2198,1119
23,2198,1239
96,2197,1059
8,2196,1201
54,2189,1106
19,2185,1355
14,1798,917
41,1798,920
87,520,254
44,519,260
2,516,286
48,506,257
4,498,286
53,491,259
59,473,258
63,470,224
66,457,223
55,457,247
78,456,249
77,454,239
74,441,230
64,440,214
31,440,232
68,439,216
32,425,225
61,423,206
25,422,222
17,421,218
3,420,238
93,419,224
65,415,202
29,410,208
6,405,220
57,404,231
7,403,233
49,402,213
82,396,195
26,394,203
81,393,193
62,393,195
95,393,203
98,393,203
51,393,219
89,392,191
83,392,195
92,392,201
37,392,203
16,392,207
52,392,217
58,392,217
5,392,221
45,391,201
94,391,205
18,391,207
36,391,217
56,391,221
11,390,205
