Run Number, Maximum X, Frame Reached
0,4850,4998
10,4035,2000
20,4035,2085
30,4035,2138
40,4035,2190
50,4035,2226
60,4035,2246
70,4035,2273
80,4034,2009
90,4034,2014
55,4034,2098
5,3556,4999
7,3462,4999
91,2692,1434
73,2692,1451
54,2692,1503
93,2692,1575
63,2691,1345
26,2691,1352
14,2691,1363
16,2691,1372
89,2691,1389
47,2691,1392
33,2691,1397
24,2691,1413
78,2691,1438
79,2691,1533
75,2691,1549
49,2690,1350
1,2690,1503
88,2690,1515
9,2690,1529
76,2690,1555
72,2690,1698
52,2203,1287
19,2202,1011
27,2202,1090
28,2201,1041
37,2201,1077
65,2201,1100
21,2201,1127
42,2201,1153
2,2201,1162
71,2201,1292
61,2200,1229
29,2199,1211
74,2199,1243
8,2195,1181
17,1824,966
18,1774,817
77,1773,857
51,1703,788
13,1686,974
58,1684,778
66,504,255
43,503,238
68,498,246
45,497,238
4,488,242
44,486,232
11,456,223
94,456,233
46,455,223
39,448,222
12,442,212
56,441,220
15,440,214
48,437,212
35,437,221
83,432,219
3,431,219
82,422,209
67,412,210
22,405,199
69,404,207
25,401,197
64,394,201
38,394,203
34,394,209
57,393,189
23,393,193
41,393,197
84,393,197
85,393,205
95,393,205
53,392,191
32,392,201
62,392,201
92,392,201
6,392,203
97,392,203
98,392,203
99,392,203
36,392,207
86,391,195
81,391,197
59,390,191
31,390,199
87,390,203
96,390,203
