Run Number, Maximum X, Frame Reached
0,5026,3618
10,5025,3087
20,5025,3258
30,5025,3308
40,5025,3381
50,5025,3484
60,5025,3534
70,5025,3653
80,5025,3677
90,5025,3681
61,2692,1499
74,2691,1535
69,2691,1559
15,2691,1659
75,2691,1667
52,2691,1817
54,2690,1479
47,2690,1555
72,2690,1569
11,2690,1702
49,2690,1721
28,2195,1621
17,2194,1332
95,2189,1588
66,1828,1111
68,1784,1007
55,1774,907
3,515,286
27,513,311
41,511,298
26,509,311
31,508,279
64,507,280
7,505,277
59,505,285
62,503,281
14,502,294
96,499,311
48,498,297
45,497,299
58,491,286
94,491,305
97,486,288
82,486,293
46,486,298
42,485,298
87,485,312
91,484,288
33,481,280
36,479,280
83,472,262
38,472,279
88,468,280
21,468,290
1,467,262
34,461,279
89,455,281
24,455,305
63,454,259
98,453,273
4,451,280
84,449,294
67,447,260
37,442,252
53,440,242
23,435,276
9,432,243
81,432,279
56,430,241
44,428,299
85,424,258
86,402,263
92,398,245
93,395,233
32,393,233
57,392,225
8,392,229
18,392,233
39,392,233
16,392,237
22,392,239
99,392,245
35,391,229
29,391,233
73,391,233
13,391,235
12,391,237
77,391,239
65,390,215
78,390,223
5,390,229
79,390,229
19,390,231
25,390,231
43,390,233
51,389,221
6,389,235
76,387,225
2,387,229
71,387,229
