Run Number, Maximum X, Frame Reached
0,5025,3308
10,5025,3381
20,5025,3484
30,5025,3534
40,5025,3653
50,5025,3681
60,5024,3206
70,5024,3320
80,4886,4997
90,4851,4997
91,4354,4715
97,3561,4999
92,3474,4964
99,2692,1490
57,2692,1685
21,2692,1777
75,2691,1268
28,2691,1503
13,2691,1530
55,2691,1583
35,2691,1658
27,2691,1691
76,2690,1430
26,2690,1510
12,2690,1550
16,2690,1606
24,2690,1672
53,2690,1948
52,2196,1177
8,1823,998
34,1821,1113
94,1815,1172
86,520,280
62,517,282
63,514,280
29,514,285
64,512,282
69,510,282
14,505,299
98,504,270
68,500,281
18,500,297
66,492,279
11,487,297
32,486,271
4,486,280
58,486,292
67,484,280
47,484,282
9,483,280
17,482,282
5,479,280
79,472,244
84,470,279
56,465,288
61,463,261
73,458,241
25,458,245
81,454,278
59,451,283
78,439,225
85,439,242
54,435,282
51,430,282
77,425,223
31,425,247
72,416,214
22,404,231
93,393,207
96,393,207
38,393,221
65,393,233
82,393,235
95,392,199
36,392,215
33,392,219
3,392,221
41,392,227
42,392,231
43,392,231
1,392,257
6,391,231
2,391,233
88,391,237
71,390,205
74,390,207
49,390,219
23,390,221
83,390,225
39,390,227
89,390,229
44,390,231
7,390,233
46,390,237
87,390,251
37,389,225
45,389,227
19,389,237
48,388,249
15,306,204
