Run Number, Maximum X, Frame Reached
0,5025,3308
10,5025,3484
20,5025,3534
30,5025,3653
40,5025,3681
50,5024,3206
60,5024,3320
70,4851,4997
80,4850,4998
90,4633,3635
45,4036,2903
88,3706,4999
94,3669,3336
99,3625,4999
62,3567,4999
91,3316,4999
83,2692,1411
37,2692,1638
54,2692,1638
16,2692,1649
74,2691,1417
77,2691,1498
33,2691,1504
38,2691,1504
82,2691,1546
69,2691,1593
72,2690,1406
27,2690,1538
12,2690,1559
5,2690,1592
22,2690,1627
58,2690,1732
86,2206,1200
63,2201,1038
56,2200,1098
89,2200,1111
81,2197,1084
17,2196,1206
32,2192,1197
66,1828,926
85,1776,839
59,1773,1080
14,520,298
21,517,280
26,506,274
3,497,281
6,495,282
41,494,312
68,488,258
67,487,254
9,483,264
4,478,280
55,472,254
52,466,263
48,466,280
11,455,257
23,455,263
29,454,265
8,440,254
98,436,219
79,436,221
46,435,276
49,435,278
78,434,219
76,433,219
75,429,219
57,429,239
95,428,219
64,425,219
24,425,279
73,424,219
44,422,253
97,421,218
2,410,246
42,407,264
35,406,249
53,396,209
19,394,235
61,393,207
25,393,225
84,392,203
96,392,203
87,392,205
92,392,205
93,392,205
65,392,209
1,392,227
36,392,235
47,392,241
28,392,249
13,391,215
51,391,223
7,391,227
71,390,207
18,390,227
15,389,209
39,389,235
43,389,249
34,387,231
31,307,186
