Run Number, Maximum X, Frame Reached
0,5026,3618
10,5025,3087
20,5025,3258
30,5025,3308
40,5025,3381
50,5025,3484
60,5025,3534
70,5025,3653
80,5025,3681
90,5024,3206
14,2692,1734
55,2692,1808
82,2692,1919
63,2691,1516
31,2691,1523
16,2691,1569
21,2691,1650
39,2691,1673
71,2691,1682
54,2690,1513
58,2690,1576
59,2690,1587
78,2690,1672
52,2690,1743
99,2200,1275
72,2198,1277
22,2190,1467
51,1794,978
91,1776,1046
66,516,312
11,512,279
34,512,280
95,510,279
6,510,282
84,509,311
46,507,298
12,506,279
37,506,295
69,505,279
68,502,280
5,498,281
53,494,265
94,493,281
44,490,297
65,486,280
41,486,298
45,486,298
38,484,280
49,483,282
43,481,298
36,480,278
42,479,290
33,474,280
62,472,264
92,471,262
61,471,264
18,471,276
87,471,276
19,471,294
96,469,280
89,469,281
64,467,279
32,455,269
28,454,277
81,453,269
4,451,265
27,450,281
25,449,282
86,444,264
85,441,282
98,437,252
26,429,251
47,427,263
23,397,209
13,393,235
67,392,211
74,392,225
35,392,227
57,392,227
75,392,227
17,392,229
77,392,233
97,391,225
15,391,231
79,391,231
2,391,235
56,390,219
7,390,229
88,390,233
93,390,237
48,390,239
83,390,239
1,389,225
8,389,233
76,389,233
73,389,249
29,388,245
24,387,255
9,386,235
3,385,229
