Run Number, Maximum X, Frame Reached
0,4850,4998
75,4354,2307
10,4354,2326
20,4354,2707
30,4036,2169
40,4035,2000
50,4035,2053
60,4035,2085
70,4035,2138
80,4035,2147
90,4035,2190
34,4034,2112
18,4034,2381
95,3883,1978
43,2692,1289
14,2692,1478
65,2692,1484
4,2692,1495
72,2691,1356
21,2691,1416
84,2691,1511
11,2691,1526
13,2691,1526
89,2691,1552
74,2691,1567
59,2691,1789
48,2690,1402
19,2690,1446
39,2690,1458
12,2690,1537
58,2690,1539
94,2205,1052
93,2201,1093
63,2201,1114
87,2201,1150
88,2200,1138
41,2200,1145
1,2200,1353
5,2199,1180
85,2199,1184
51,2199,1296
37,2198,1185
36,2198,1191
56,2197,1244
16,2197,1298
27,1821,860
49,1820,836
55,1801,986
54,1764,1024
9,1693,862
23,1657,870
91,518,247
53,518,273
33,510,280
69,505,244
77,490,259
24,473,236
57,472,251
81,461,225
97,457,219
38,452,252
98,440,212
32,440,258
86,438,215
6,436,219
8,433,219
78,432,223
35,431,237
42,427,211
71,425,222
44,414,202
46,412,198
26,412,210
61,409,202
22,408,208
83,407,200
92,406,200
45,403,203
64,394,193
99,394,193
68,394,195
67,394,199
82,393,197
28,393,205
76,393,209
15,393,219
52,393,219
96,392,189
62,392,193
3,392,203
17,392,215
47,391,193
73,391,201
79,391,203
25,391,205
29,391,205
31,391,215
66,390,199
2,390,201
7,390,205
