Run Number, Maximum X, Frame Reached
0,5025,3484
10,5025,3534
34,5025,3653
20,4850,4998
30,4355,2706
40,4355,2810
50,4354,2307
60,4354,2326
70,4354,2707
80,4354,4657
90,4036,2015
74,4035,1961
76,4034,2018
26,3561,4999
27,3557,4999
21,3462,4999
54,2692,1326
97,2692,1366
46,2692,1413
44,2692,1603
38,2691,1429
1,2691,1497
36,2691,1521
5,2691,1523
64,2691,1524
68,2691,1527
24,2691,1580
6,2691,1599
62,2691,1606
42,2691,1614
96,2690,1334
58,2690,1336
69,2690,1367
23,2690,1591
8,2690,1617
2,2690,1689
53,2201,1067
41,2201,1187
31,2201,1228
13,2199,1223
28,2195,1096
73,1825,900
9,1799,874
15,1797,1169
4,519,298
67,515,276
45,514,280
87,504,264
16,491,279
61,489,249
81,489,257
19,488,267
14,488,270
11,482,260
7,470,256
18,470,258
95,460,225
32,457,255
86,456,241
99,447,224
92,445,222
57,436,223
22,434,219
77,433,223
72,423,219
65,423,230
98,403,205
71,398,211
25,395,205
37,395,215
94,394,193
56,394,203
43,393,221
48,393,221
75,392,201
79,392,201
52,392,205
55,392,207
29,392,209
35,392,215
63,392,217
39,392,219
49,392,227
93,391,193
59,391,201
51,391,205
82,391,205
85,391,209
17,391,215
12,391,221
33,391,221
3,391,229
66,390,205
78,390,207
88,390,207
89,390,207
84,390,209
47,390,225
91,389,205
83,389,209
