Run Number, Maximum X, Frame Reached
0,5027,3299
10,5026,3618
20,5025,3087
30,5025,3258
40,5025,3308
50,5025,3381
60,5025,3484
70,5025,3534
80,5025,3560
90,5025,3574
62,2692,2618
36,2691,1503
69,2691,1682
25,2691,1716
29,2691,1772
8,2691,1808
19,2691,1829
32,2691,2614
91,2691,3041
63,2690,1508
76,2690,1555
1,2690,1570
48,2690,1620
65,2690,1627
34,2690,1637
92,2690,1638
15,2690,1725
89,2690,1766
57,2690,1802
43,2690,1819
12,2690,1942
5,2201,1296
9,1793,1164
3,520,285
52,513,300
55,512,297
56,511,300
33,511,311
79,502,297
98,500,292
16,499,286
53,499,297
59,498,299
26,494,291
58,494,297
49,489,265
78,489,267
81,489,285
21,488,276
77,485,260
24,485,280
31,484,282
37,478,288
82,473,278
14,472,261
72,470,266
44,470,282
22,468,279
54,466,297
28,463,281
86,456,267
38,455,261
18,455,283
13,446,284
74,439,256
2,438,239
97,436,263
39,423,253
35,417,236
42,415,262
51,405,250
83,404,281
68,396,215
6,394,211
66,393,219
46,393,223
27,393,231
47,393,231
41,393,235
96,392,229
45,392,239
61,391,217
71,391,219
73,391,219
4,391,229
11,391,229
99,391,229
64,391,237
88,391,239
75,390,221
67,390,229
7,390,231
85,390,237
94,390,239
23,389,231
95,389,231
84,389,233
87,389,235
17,387,225
93,387,239
