Run Number, Maximum X, Frame Reached
8,1326,469
9,1326,469
10,1326,469
11,1326,469
12,1326,469
13,1326,469
14,1326,469
15,1326,469
16,1326,469
17,1326,469
18,1326,469
19,1326,469
20,1326,469
21,1326,469
22,1326,469
23,1326,469
24,1326,469
25,1326,469
26,1326,469
27,1326,469
28,1326,469
29,1326,469
30,1326,469
31,1326,469
32,1326,469
33,1326,469
34,1326,469
35,1326,469
36,1326,469
37,1326,469
38,1326,469
39,1326,469
40,1326,469
41,1326,469
42,1326,469
43,1326,469
44,1326,469
45,1326,469
46,1326,469
47,1326,469
48,1326,469
49,1326,469
50,1326,469
51,1326,469
52,1326,469
53,1326,469
54,1326,469
55,1326,469
56,1326,469
57,1326,469
58,1326,469
59,1326,469
60,1326,469
61,1326,469
62,1326,469
63,1326,469
64,1326,469
65,1326,469
66,1326,469
67,1326,469
68,1326,469
69,1326,469
70,1326,469
71,1326,469
72,1326,469
73,1326,469
74,1326,469
75,1326,469
76,1326,469
77,1326,469
78,1326,469
79,1326,469
80,1326,469
81,1326,469
82,1326,469
83,1326,469
84,1326,469
85,1326,469
86,1326,469
87,1326,469
88,1326,469
89,1326,469
90,1326,469
91,1326,469
92,1326,469
93,1326,469
94,1326,469
95,1326,469
96,1326,469
97,1326,469
98,1326,469
99,1326,469
0,1323,469
1,1323,469
2,1323,469
3,1323,469
4,1323,469
5,1323,469
6,1323,469
7,1323,469
