Run Number, Maximum X, Frame Reached
0,5025,3484
10,4850,4998
20,4355,2706
30,4355,2810
40,4354,2307
50,4354,2326
60,4354,2707
70,4354,4657
80,4036,2015
90,4036,2091
58,4034,2298
9,4034,2459
25,3668,2164
14,3475,4915
67,2692,1407
38,2692,1545
45,2691,1287
51,2691,1346
11,2691,1447
35,2691,1488
8,2691,1561
72,2691,1568
28,2691,1586
6,2691,1629
2,2691,1830
12,2691,4502
87,2690,1343
83,2690,1366
84,2690,1369
94,2690,1434
5,2690,1463
19,2690,1474
16,2690,1503
23,2690,1513
33,2690,1576
95,2690,1581
52,2690,1595
27,2690,1603
15,2690,1614
37,2690,1617
1,2690,1627
41,2202,1184
44,2201,1221
65,2200,1117
61,2195,1174
18,2190,1350
21,2186,1199
4,1820,986
47,1796,1022
68,1776,863
97,1772,1064
92,504,263
78,502,260
39,501,280
71,489,255
3,489,261
98,488,257
96,487,261
56,473,242
22,472,262
88,470,230
7,470,250
24,457,239
81,438,216
69,434,221
62,431,219
49,431,223
74,424,229
82,413,206
43,411,222
46,406,207
86,401,203
59,400,225
85,398,199
64,394,203
13,394,205
66,393,203
53,393,219
36,393,225
34,393,229
89,392,197
48,392,203
42,392,205
73,392,205
76,392,205
77,392,209
57,392,211
26,392,219
55,392,223
63,391,199
75,391,203
17,391,205
99,391,205
91,391,209
29,391,217
54,390,205
79,390,207
93,390,207
31,390,223
32,390,229
