Run Number, Maximum X, Frame Reached
0,5025,3308
10,5025,3381
20,5025,3484
30,5025,3534
40,5025,3653
50,5025,3681
60,5024,3206
70,5024,3320
80,4886,4997
90,4851,4997
94,4035,2088
3,4035,2134
77,3704,4999
78,3670,2143
76,2692,1323
84,2692,1740
96,2691,1296
41,2691,1435
61,2691,1474
49,2691,1503
26,2691,1539
51,2691,1667
74,2691,4502
92,2690,1413
27,2690,1501
28,2690,1560
16,2690,1586
5,2690,1603
44,2690,1651
24,2690,1658
81,2690,1850
46,2197,1140
25,2197,1175
72,2194,1094
58,2188,1517
52,2173,1205
71,1778,921
31,1686,1006
91,1657,878
21,516,286
39,515,280
63,513,281
67,511,280
14,510,298
34,502,281
22,502,286
43,501,281
19,500,297
1,499,278
11,496,299
66,489,259
36,489,279
73,486,247
4,486,281
18,486,298
23,483,254
17,483,296
9,479,280
2,479,282
13,478,262
53,477,280
7,473,272
75,472,250
8,470,279
15,470,296
82,464,281
12,462,279
38,458,261
56,457,243
6,457,261
64,454,262
54,452,281
45,451,281
87,440,281
57,434,280
93,428,217
62,426,247
86,424,261
98,420,218
29,414,220
69,402,235
88,395,235
32,394,221
48,394,229
79,393,205
37,393,223
89,393,237
55,392,229
85,392,231
83,392,233
99,391,203
95,391,207
47,391,215
42,391,219
68,391,223
59,391,249
97,390,207
33,390,215
65,390,227
35,308,180
